职位名,公司名,工作地点,薪资,发布时间
Web前端开发工程师,深圳买金呗商业科技有限公司,深圳-福田区,1-2万/月,05-19
前端开发工程师,深圳市喜投金融服务有限公司,深圳-福田区,1-1.5万/月,05-19
前端开发工程师,北京中人网信息咨询股份有限公司深圳分公司,深圳-福田区,1.3-1.8万/月,05-19
高级前端开发工程师,深圳市云礼客信息科技有限公司,深圳-南山区,1.8-2.5万/月,05-19
Web前端开发工程师,深圳市金智软件有限公司,深圳,1-1.5万/月,05-19
系统架构师/系统分析师,深圳市艾特创新科技有限公司,深圳-南山区,1.2-2.8万/月,05-19
前端开发工程师,深圳智慧医学科技有限公司,深圳-南山区,1-2万/月,05-19
Web前端开发工程师,深圳捎客科技有限公司,深圳-福田区,0.8-1.5万/月,05-19
前端开发工程师,深圳市布塔网络科技有限公司,深圳-龙岗区,1-1.5万/月,05-19
web前端开发工程师,深圳市骏凯联信科技有限公司,深圳-南山区,1-1.5万/月,05-19
高级WEB前端开发工程师,深圳众禄基金销售股份有限公司,深圳,1.8-2.5万/月,05-19
.NET软件工程师,科凌力智能医学软件（深圳）有限公司,深圳-龙华新区,0.6-1.2万/月,05-19
Andriod前段开发工程师,深圳市北美经典科技股份有限公司,深圳-龙岗区,8-9.5千/月,05-19
急招 网站美工设计 前端网页设计,深圳市冠思品电子有限公司,深圳-福田区,6-8千/月,05-19
前端开发工程师（初级）,深圳四方精创资讯股份有限公司,深圳,0.8-1万/月,05-19
前端研发工程师,深圳市中联创新自控系统有限公司,深圳-龙岗区,1.2-2万/月,05-19
web前端开发工程师,深圳市交投科技有限公司,深圳-福田区,0.8-1.5万/月,05-19
软件开发工程师,深圳市瑞信信息技术有限公司,深圳-南山区,1.3-1.6万/月,05-19
web前端工程师,深圳盛灿科技股份有限公司,深圳-南山区,1.3-2万/月,05-19
周末IT培训师,北京中科信软科技有限公司,异地招聘,2.5-3万/月,05-19
Java开发工程师,浙江金惠科技有限公司,深圳-南山区,0.8-1万/月,05-19
前端开发工程师,深圳微盐传媒科技有限公司,深圳,0.6-1万/月,05-19
前端工程师/WEB前端开发,深圳佳得宝家居集团有限公司,深圳,1-1.5万/月,05-19
Web前端开发工程师/web前端开发,广东国生源科技集团有限公司,深圳-宝安区,6-9千/月,05-19
.NET开发工程师,深圳市阿卡索资讯股份有限公司,深圳-罗湖区,0.7-1.3万/月,05-19
Web前端开发工程师,深圳市深脑科技有限公司,深圳-南山区,0.6-1.2万/月,05-19
H5前端开发工程师,上海庆科信息技术有限公司,深圳-南山区,0.8-1.2万/月,05-19
iOS开发工程师,深圳市万源达网络科技有限公司,深圳-龙岗区,0.5-1万/月,05-19
ERP系统开发工程师Odoo,深圳市纳维世纪商贸有限公司,深圳-龙岗区,0.7-1.3万/月,05-19
WEB前端中级开发工程师,品创设计（深圳）有限公司,深圳-宝安区,5-9千/月,05-19
Web前端开发工程师,深圳市百创网络科技有限公司,深圳-南山区,1-1.5万/月,05-19
Web 前端工程师,深圳市驾到汽车租赁有限公司,深圳-宝安区,1-1.5万/月,05-19
前端开发工程师,深圳市智岩科技有限公司,深圳-南山区,1-1.8万/月,05-19
资深PHP开发工程师,深圳市南北联动有限公司,深圳-南山区,1.5-2万/月,05-19
.net开发工程师(急),广州嘉为科技有限公司,深圳,5-8千/月,05-19
H5开发工程师,深圳市风寓科技有限公司,深圳-福田区,1-1.5万/月,05-19
web前端工程师.,卷皮网,深圳,1-2.5万/月,05-19
Web前端开发,深圳市三牛犇科技有限公司,深圳-南山区,1-1.5万/月,05-19
SEO SEM,深圳市浩通天成国际物流有限公司,深圳-坪山区,0.5-1.5万/月,05-19
PHP开发工程师,深圳自由人传媒有限公司,深圳-龙岗区,1-2万/月,05-19
Web前端开发工程师,深圳市夜映网络研发科技有限公司,深圳-龙岗区,1-1.8万/月,05-19
web前端工程师,东莞市迪尔西信息科技有限公司,深圳-南山区,1-2万/月,05-19
web前端工程师,哈尔滨奥松机器人科技股份有限公司,深圳,0.8-1.5万/月,05-19
UI美工设计师,深圳南海商学院有限公司,深圳-南山区,6-8千/月,05-19
WEB前端开发工程师,深圳市知网智能技术有限公司,深圳-南山区,0.8-1.2万/月,05-19
PHP开发工程师,深圳长森贸易有限公司,深圳-龙岗区,0.7-1.2万/月,05-19
Node.js开发工程师,深圳有壹家互联网有限公司,深圳-南山区,0.8-1.2万/月,05-19
Java开发工程师,望家欢农产品集团有限公司,深圳-宝安区,0.8-1.5万/月,05-19
Java中级开发工程师,深圳市华云中盛科技有限公司,深圳-南山区,1-1.5万/月,05-19
Java高级开发工程师,深圳京柏医疗科技股份有限公司,深圳-宝安区,1.5-2万/月,05-19
iOS开发工程师,深圳市优视技术有限公司,深圳,1-1.5万/月,05-19
软件工程师,和仁精密设备（深圳）有限公司,深圳-龙岗区,3-6千/月,05-19
前端开发工程师,佛山市小寨科技有限公司,异地招聘,0.6-1.2万/月,05-19
Web前端开发工程师,深圳惠众联合科技有限责任公司,深圳-南山区,0.8-1.5万/月,05-19
PHP开发工程师,上海珂兰商贸有限公司深圳分公司,深圳-龙岗区,1-1.5万/月,05-19
新媒体运营专员,深圳市美贝壳科技有限公司,深圳-南山区,5-7千/月,05-19
Magento 工程师,深圳市亚谷电子商务有限公司,深圳-龙华新区,0.8-1.5万/月,05-19
前端开发工程师,深圳市微网力合信息技术有限公司,深圳-南山区,1.5-2万/月,05-19
前端开发工程师,深圳宇问加壹传感系统有限公司,深圳-宝安区,0.5-1万/月,05-19
研发主管,深圳市联程共享电动汽车租赁有限公司,深圳-龙岗区,1-1.5万/月,05-19
ERP工程师,凯鸣知识产权（深圳）有限公司,深圳-罗湖区,1-2万/月,05-19
前端开发工程师,广州市小犬吠吠健康科技有限公司,深圳,1-2万/月,05-19
php软件工程师,深圳市深港机动车驾驶培训集团有限公司,深圳-福田区,1-1.5万/月,05-19
Web前端开发工程师,深圳美云集网络科技有限责任公司,深圳-龙岗区,0.5-1万/月,05-19
iOS开发工程师,深圳仕航网络技术有限公司,深圳-南山区,1-2万/月,05-19
前端程序员,深圳市新律技术服务有限公司,深圳-宝安区,3-4.5千/月,05-19
高级WEB前端工程师,深圳市盈合数字技术有限公司,深圳-南山区,2-3万/月,05-19
PHP架构师/开发经理,深圳市买客多软件科技有限公司,深圳-宝安区,20-30万/年,05-19
Android开发工程师,卓耐斯（深圳）信息技术有限公司,深圳-南山区,0.8-1.5万/月,05-19
web前端工程师,深圳百泰投资控股集团有限公司,深圳,1-1.5万/月,05-19
H5开发工程师,深圳市赛亿科技开发有限公司,深圳-宝安区,0.7-1.4万/月,05-19
Java 高级工程师,深圳市智莱科技股份有限公司,深圳-南山区,1-1.5万/月,05-19
高级Web前端开发工程师,深圳市喂车科技有限公司,深圳-南山区,1.8-2.5万/月,05-19
前端开发工程师,思可教育投资开发（深圳）有限公司,深圳-南山区,1-2万/月,05-19
高级网页UI设计师,深圳市艾美依科技有限公司,深圳-福田区,0.8-1.2万/月,05-19
Web前端开发工程师,深圳市远大能源环保科技有限公司,深圳-龙岗区,0.5-1万/月,05-19
小程序开发（前端）,玩转（广州）软件科技有限公司,深圳,1-1.5万/月,05-19
PHP开发/小程序开发,深圳新媒体文化传媒有限公司,深圳-龙岗区,1-1.5万/月,05-19
小程序,深圳市万能洗车信息科技股份有限公司,深圳-罗湖区,1-1.5万/月,05-19
web开发工程师,深圳市吉善堂健康管理有限公司,深圳-龙华新区,6-8千/月,05-19
WEB前端开发工程师,深圳市同为数码科技股份有限公司,深圳-南山区,0.8-1万/月,05-19
PHP开发程序员,深圳市博思远科技有限公司,深圳,0.8-1.5万/月,05-19
web前端 开发,深圳犀牛之星信息股份有限公司,深圳-南山区,1.2-1.6万/月,05-19
前端工程师,深圳市智微智能科技开发有限公司,深圳-福田区,0.8-1.5万/月,05-19
Node.js服务器开发,深圳市火龙互娱有限公司,深圳-南山区,2.5-3.5万/月,05-19
前端开发工程师,深圳市全民点游科技有限公司,深圳-南山区,1.3-1.8万/月,05-19
微信开发程序员,深圳市康尔竹木业有限公司,深圳-南山区,5-6千/月,05-19
PHP开发工程师,深圳市德明发实业(集团)有限公司,深圳-宝安区,0.8-1万/月,05-19
前端开发工程师,深圳市智志高新科技开发有限公司,深圳,5-6千/月,05-19
web前端开发工程师,深圳市虎克软件有限公司,深圳-南山区,0.8-1.2万/月,05-19
ios开发工程师,深圳市滕浪信息技术有限公司,异地招聘,0.8-1万/月,05-19
美工,深圳市骏兔科技有限公司,深圳-龙岗区,4.5-7千/月,05-19
Web工程师,深圳金三立视频科技股份有限公司,深圳,6-8千/月,05-19
Android 开发工程师（有经验的）,万达宝软件（深圳）有限公司,深圳-南山区,0.8-1.2万/月,05-19
前端开发工程师,深圳众人云计算科技有限公司,深圳-龙岗区,1-1.5万/月,05-19
ASP.NET开发工程师,深圳市益尔智控技术有限公司,深圳-南山区,0.8-1.5万/月,05-19
高级Android软件开发工程师,深圳市美安科技有限公司,深圳-龙岗区,2-2.5万/月,05-19
PHP开发工程师,深圳易速马网络科技有限公司,深圳-龙华新区,6-8千/月,05-19
Java开发经理,深圳市宝晟互联信息技术有限公司,深圳-龙华新区,1-1.5万/月,05-19
前后台软件工程师,深圳宝嘉能源有限公司,深圳-宝安区,4.5-6千/月,05-19
Web前端开发工程师,深圳市康蓝装饰设计工程有限公司,深圳-福田区,1-2.2万/月,05-19
高级前端开发工程师,深圳市沙漠风网络科技有限公司,深圳,6-8千/月,05-19
高级运维开发工程师,深圳市傲基电子商务股份有限公司,深圳-龙岗区,1.5-2.5万/月,05-19
软件工程师,深圳市鑫业通科技发展有限公司,深圳-龙岗区,0.8-1万/月,05-19
Java开发工程师,北京海数宝科技有限公司,深圳-福田区,1-1.5万/月,05-19
软件开发工程师,深圳市中圳检测技术有限公司,深圳-宝安区,5-8千/月,05-19
Java开发工程师,玉禾田环境发展集团股份有限公司,深圳-福田区,0.8-1.5万/月,05-19
UI设计师,深圳市新常态金服科技有限公司,深圳-南山区,0.8-1万/月,05-19
高级前端开发工程师,深圳市永祥药房连锁有限公司,深圳-龙岗区,0.6-1.5万/月,05-19
Web前端开发工程师（地址：佛山）,佛山市顺德区智谷数码科技有限公司,异地招聘,0.8-1.5万/月,05-19
网页交互设计师,深圳市久通物联科技股份有限公司,深圳-宝安区,0.6-1万/月,05-19
Web前端工程师,深圳市灰度科技有限公司,深圳,0.6-1万/月,05-19
高级前端开发工程师,深圳市万连软件有限公司,深圳-龙岗区,0.6-1.5万/月,05-19
美工,深圳市华正商旅国际旅行社有限公司,深圳-福田区,4.5-6千/月,05-19
PHP高级开发工程师,深圳市金畅进出口有限公司,深圳-龙岗区,1-2万/月,05-19
PHP开发工程师,深圳市乌邦图科技有限公司,深圳-福田区,0.8-1万/月,05-19
前端开发工程师,天机智汇科技（深圳）有限公司,深圳-龙华新区,0.6-1.2万/月,05-19
项目经理,佳峰投资控股集团有限公司,深圳-罗湖区,2-3万/月,05-19
H5开发工程师,深圳市盈和信息科技有限公司,深圳-南山区,1.1-1.5万/月,05-19
Web前端开发工程师,深圳市黑卡科技有限公司,深圳-福田区,6-8千/月,05-19
Web开发工程师,深圳市达程科技开发有限公司,深圳-南山区,0.8-1万/月,05-19
前端开发工程师,木兰网（深圳）互联网技术有限公司,深圳-南山区,6-8千/月,05-19
Java/android/os/c++/php/net/需求/测试/其他,中讯志远（武汉）科技有限公司,深圳,6-8千/月,05-19
WebGIS +数据库开发岗,深圳市城市公共安全技术研究院有限公司,深圳-福田区,1-2万/月,05-19
React Native前端工程师,深圳市天骥之星科技有限公司,深圳-福田区,1-1.5万/月,05-19
网站开发工程师,深圳优普泰服装科技有限公司,深圳-南山区,6-8千/月,05-19
H5工程师,宇博信诚（北京）信息技术有限公司,深圳,0.9-1.5万/月,05-19
美工设计师,深圳市海凌科电子有限公司,深圳,5-8千/月,05-19
Java高级开发工程师,深圳蚁信科技有限公司,深圳-龙华新区,1.5-3万/月,05-19
小程序开发工程师,深圳市览网科技有限公司,深圳-南山区,1-2万/月,05-19
Android开发工程师,中山简单一点网络技术有限公司,深圳-南山区,0.8-1.6万/月,05-19
.NET工程师,深圳市捷信达电子有限公司,深圳,0.8-1.2万/月,05-19
APP开发工程师,深圳市双赢伟业科技股份有限公司,深圳-宝安区,1-2万/月,05-19
Asp.net软件工程师,深圳市富盈星电子有限公司,深圳-南山区,0.8-1万/月,05-19
PHP开发工程师,深圳市海康企业形象设计有限公司,深圳-龙华新区,1-1.5万/月,05-19
H5工程师,深圳福能达空气与水科技发展有限公司,深圳-福田区,0.7-1万/月,05-19
Web前端工程师,深圳市佳能宝节能环保科技有限公司,深圳-南山区,1-1.5万/月,05-19
PHP微信开发工程师,深圳市安全家科技有限公司,深圳-宝安区,0.8-1.3万/月,05-19
"前端开发工程师(急招,工作地点盐田)",深圳市鹏辰运输有限公司,深圳-盐田区,1.2-1.5万/月,05-19
前端开发工程师,紫光日东科技（深圳）有限公司,深圳-宝安区,1-1.5万/月,05-19
Web前端开发工程师,深圳市康凯斯信息技术有限公司,深圳-宝安区,1-1.5万/月,05-19
移动前端开发工程师,深圳市成为智能交通系统有限公司,深圳,0.8-1.5万/月,05-19
Web前端开发工程师,深圳市亘强科技有限公司,深圳-宝安区,0.8-1.5万/月,05-19
生鲜电商微商城/小程序开发工程师,深圳市博特网络科技有限公司,深圳-南山区,1.5-2万/月,05-19
前端开发工程师,深圳市国投创新科技有限公司,深圳-南山区,1.3-1.8万/月,05-19
前端开发工程师,深圳市国威源科技有限公司,深圳-南山区,1.3-1.7万/月,05-19
APP开发工程师,富士康科技集团CNSBG事业群,深圳-龙华新区,0.8-1万/月,05-19
前端设计师,铁将军汽车电子股份有限公司,深圳,0.8-1.2万/月,05-19
移动应用开发高级经理,深圳市台技光电有限公司,深圳-光明新区,1-1.5万/月,05-19
前端开发工程师-智能硬件技术中心,中移物联网有限公司,深圳,1.5-2万/月,05-19
资深H5开发工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,05-19
国际技术事业部-前端开发专家-零售通,阿里巴巴集团,深圳,,05-19
M/SA-Tech(Hybris)-Consulting_SZ/GZ,PwC 普华永道,深圳,,05-19
高级前端开发工程师(004003),中信银行信用卡中心,深圳-罗湖区,30-40万/年,05-19
前端架构师,深圳银盛金融集团有限公司,深圳-龙华新区,1-5万/月,05-19
Java工程师/高级Java工程师,深圳智慧园区信息技术有限公司,深圳-龙岗区,1-1.5万/月,05-19
Web前端开发工程师,深圳市道赢资产管理有限公司,深圳-福田区,0.8-1.4万/月,05-19
研发经理,团贷网,异地招聘,2-4万/月,05-19
H5游戏开发工程师,"R2 GAME CO.,LIMITED",深圳-南山区,1.5-2万/月,05-19
Web前端开发工程师,中车信息技术有限公司,深圳-南山区,1-1.5万/月,05-19
Sr. Android Engineer for HKJC,印孚瑟斯技术（中国）有限公司,深圳-南山区,1.5-2万/月,05-19
网站设计师 / 网页设计,深圳腕能商贸有限公司,深圳-龙华新区,0.8-1万/月,05-19
高级售前顾问,深圳奥哲网络科技有限公司,深圳-南山区,1-1.8万/月,05-19
Web前端开发工程师,深圳市聚和付信息技术有限公司,深圳-龙岗区,6-9千/月,05-19
JAVA工程师,深圳卓泰投资控股集团有限公司,深圳-罗湖区,0.6-1万/月,05-19
前端开发工程师,深圳市金蝶天燕中间件股份有限公司,深圳-南山区,1-1.5万/月,05-19
